State,Sector,Gender,Indicator,Main reason for Migration,Value
Uttarakhand,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Health care,-
Uttarakhand,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Health care,-
Uttarakhand,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Health care,-
Uttarakhand,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Displacement by development project,-
Uttarakhand,Rural,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Displacement by development project,-
Uttarakhand,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Displacement by development project,-
Uttarakhand,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Displacement by development project,-
Uttarakhand,Urban,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Displacement by development project,-
Uttarakhand,Urban,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Displacement by development project,-
Uttarakhand,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Displacement by development project,-
Uttarakhand,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Displacement by development project,-
Uttarakhand,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Displacement by development project,-
Uttarakhand,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Business,-
Uttarakhand,Rural,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Business,-
Uttarakhand,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Business,-
Uttarakhand,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Business,3.5
Uttarakhand,Urban,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Business,-
Uttarakhand,Urban,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Business,2.1
Uttarakhand,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Business,0.7
Uttarakhand,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Business,-
Uttarakhand,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Business,0.4
Uttarakhand,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Acquisition of own house/ flat,1.3
Uttarakhand,Rural,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Acquisition of own house/ flat,-
Uttarakhand,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Acquisition of own house/ flat,0.7
Uttarakhand,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Acquisition of own house/ flat,-
Uttarakhand,Urban,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Acquisition of own house/ flat,-
Uttarakhand,Urban,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Acquisition of own house/ flat,-
Uttarakhand,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Acquisition of own house/ flat,1
Uttarakhand,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Acquisition of own house/ flat,-
Uttarakhand,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Acquisition of own house/ flat,0.6
Uttar Pradesh,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,*,12.8
Uttar Pradesh,Rural,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,*,0.5
Uttar Pradesh,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,*,1.8
Uttar Pradesh,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,*,7.7
Uttar Pradesh,Urban,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,*,1.6
Uttar Pradesh,Urban,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,*,3.1
Uttar Pradesh,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,*,10.6
Uttar Pradesh,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,*,0.8
Uttar Pradesh,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,*,2.1
Uttar Pradesh,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Transfer of service/ contract,0.6
Uttar Pradesh,Rural,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Transfer of service/ contract,-
Uttar Pradesh,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Transfer of service/ contract,0.5
Uttar Pradesh,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Transfer of service/ contract,6.4
Uttar Pradesh,Urban,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Transfer of service/ contract,1.2
Uttar Pradesh,Urban,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Transfer of service/ contract,4.4
Uttar Pradesh,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Transfer of service/ contract,2.5
Uttar Pradesh,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Transfer of service/ contract,0.5
Uttar Pradesh,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Transfer of service/ contract,1.9
Uttar Pradesh,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,To take up employment / better employment,19.7
Uttar Pradesh,Rural,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,To take up employment / better employment,1.5
Uttar Pradesh,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,To take up employment / better employment,14.7
Uttar Pradesh,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,To take up employment / better employment,15.3
Uttar Pradesh,Urban,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,To take up employment / better employment,0.7
Uttar Pradesh,Urban,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,To take up employment / better employment,9.8
Uttar Pradesh,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,To take up employment / better employment,18.3
Uttar Pradesh,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,To take up employment / better employment,1.2
Uttar Pradesh,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,To take up employment / better employment,13
Uttar Pradesh,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Studies,1.9
Uttar Pradesh,Rural,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Studies,2
Uttar Pradesh,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Studies,1.9
Uttar Pradesh,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Studies,4.8
Uttar Pradesh,Urban,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Studies,1.5
Uttar Pradesh,Urban,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Studies,3.5
Uttar Pradesh,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Studies,2.8
Uttar Pradesh,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Studies,1.8
Uttar Pradesh,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Studies,2.5
Uttar Pradesh,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",0.7
Uttar Pradesh,Rural,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",0.4
Uttar Pradesh,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",0.6
Uttar Pradesh,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",0.2
Uttar Pradesh,Urban,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",0.8
Uttar Pradesh,Urban,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",0.4
Uttar Pradesh,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",0.5
Uttar Pradesh,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",0.5
Uttar Pradesh,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",0.5
Uttar Pradesh,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Scarcity of water,-
Uttar Pradesh,Rural,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Scarcity of water,-
Uttar Pradesh,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Scarcity of water,-
Uttar Pradesh,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Scarcity of water,-
Uttar Pradesh,Urban,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Scarcity of water,0.3
Uttar Pradesh,Urban,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Scarcity of water,0.1
Uttar Pradesh,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Scarcity of water,-
Uttar Pradesh,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Scarcity of water,0.1
Uttar Pradesh,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Scarcity of water,0
Uttar Pradesh,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Proximity to place of work,-
Uttar Pradesh,Rural,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Proximity to place of work,0
Uttar Pradesh,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Proximity to place of work,-
Uttar Pradesh,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Proximity to place of work,-
Uttar Pradesh,Urban,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Proximity to place of work,-
Uttar Pradesh,Urban,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Proximity to place of work,-
Uttar Pradesh,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Proximity to place of work,-
Uttar Pradesh,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Proximity to place of work,-
Uttar Pradesh,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Proximity to place of work,-
Uttar Pradesh,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Post retirement,0
Uttar Pradesh,Rural,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Post retirement,-
Uttar Pradesh,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Post retirement,0
Uttar Pradesh,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Post retirement,9.3
Uttar Pradesh,Urban,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Post retirement,2.3
Uttar Pradesh,Urban,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Post retirement,6.6
Uttar Pradesh,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Post retirement,2.9
Uttar Pradesh,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Post retirement,1
Uttar Pradesh,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Post retirement,2.3
Uttar Pradesh,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Others,0.6
Uttar Pradesh,Rural,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Others,5.5
Uttar Pradesh,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Others,2
Uttar Pradesh,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Others,6.7
Uttar Pradesh,Urban,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Others,8.3
Uttar Pradesh,Urban,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Others,7.3
Uttar Pradesh,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Others,2.5
Uttar Pradesh,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Others,6.7
Uttar Pradesh,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Others,3.8
Uttar Pradesh,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",-
Uttar Pradesh,Rural,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",-
Uttar Pradesh,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",-
Uttar Pradesh,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",-
Uttar Pradesh,Urban,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",-
Uttar Pradesh,Urban,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",-
Uttar Pradesh,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",-
Uttar Pradesh,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",-
Uttar Pradesh,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",-
Uttar Pradesh,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Migration of parent/earning member of the family,1.2
Uttar Pradesh,Rural,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Migration of parent/earning member of the family,23.5
Uttar Pradesh,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Migration of parent/earning member of the family,7.3
Uttar Pradesh,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Migration of parent/earning member of the family,7.9
Uttar Pradesh,Urban,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Migration of parent/earning member of the family,39.2
Uttar Pradesh,Urban,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Migration of parent/earning member of the family,19.7
Uttar Pradesh,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Migration of parent/earning member of the family,3.3
Uttar Pradesh,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Migration of parent/earning member of the family,30.2
Uttar Pradesh,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Migration of parent/earning member of the family,11.6
Uttar Pradesh,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Marriage,0
Uttar Pradesh,Rural,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Marriage,52.3
Uttar Pradesh,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Marriage,14.4
Uttar Pradesh,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Marriage,-
Uttar Pradesh,Urban,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Marriage,1.6
Uttar Pradesh,Urban,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Marriage,0.6
Uttar Pradesh,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Marriage,0
Uttar Pradesh,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Marriage,30.8
Uttar Pradesh,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Marriage,9.6
Uttar Pradesh,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,In search of employment,17.4
Uttar Pradesh,Rural,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,In search of employment,1.4
Uttar Pradesh,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,In search of employment,13.1
Uttar Pradesh,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,In search of employment,18
Uttar Pradesh,Urban,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,In search of employment,25.6
Uttar Pradesh,Urban,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,In search of employment,20.9
Uttar Pradesh,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,In search of employment,17.6
Uttar Pradesh,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,In search of employment,11.7
Uttar Pradesh,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,In search of employment,15.8
Uttar Pradesh,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,In search of better employment,51.5
Uttar Pradesh,Rural,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,In search of better employment,6.1
Uttar Pradesh,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,In search of better employment,39
Uttar Pradesh,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,In search of better employment,22.2
Uttar Pradesh,Urban,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,In search of better employment,3
Uttar Pradesh,Urban,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,In search of better employment,15
